"Name","Address","Description","Latitude","Longitude","TimeStamp","TimeSpan:begin","TimeSpan:end","GettyID",""
"Sylvia Rexing","Heidelberg","Sylvia Rexing","49.4167","8.7","","","","7005177",""
"Helmut Ullrich","Heidelberg","Helmut Ullrich","49.4167","8.7","","","","7005177",""
"Prof. Dr. Oscar Loureda","Heidelberg","Prof. Dr. Oscar Loureda","49.4167","8.7","","","","7005177",""
"Karen Saban","Heidelberg","Karen Saban","49.4167","8.7","","","","7005177",""
"Dr. Laura Biella","Heidelberg","Dr. Laura Biella","49.4167","8.7","","","","7005177",""
"Ana-Sofia Commichau","Heidelberg","Ana-Sofia Commichau","49.4167","8.7","","","","7005177",""
"Prof. Dr. Bettina Kluge","Hildesheim","Prof. Dr. Bettina Kluge","52.15","9.9667","","","","7005248",""
"Spanische ArbeitsmigrantInnen in Niedersachsen","Hildesheim","Spanische ArbeitsmigrantInnen in Niedersachsen","52.15","9.9667","","","","7005248",""
"Prof. Dr. Andrei Corbea-Hoisie","Iasi","Prof. Dr. Andrei Corbea-Hoisie","47.15","27.6333","","","","",""
"Prof. Dr. Ursula Mathis-Moser","Innsbruck","Prof. Dr. Ursula Mathis-Moser","47.2667","11.4","","","","7003249",""
"Prof. Dr. Birgit Mertz-Baumgartner","Innsbruck","Prof. Dr. Birgit Mertz-Baumgartner","47.2667","11.4","","","","7003249",""
"Dr. Angelo Pagliardini","Innsbruck","Dr. Angelo Pagliardini","47.2667","11.4","","","","7003249",""
"Julia Pümpel","Innsbruck","Julia Pümpel","47.2667","11.4","","","","7003249",""
"Dr. Daniel Winkler","Innsbruck","Dr. Daniel Winkler","47.2667","11.4","","","","7003249",""
"PD Dr. Gerhild Fuchs","Innsbruck","PD Dr. Gerhild Fuchs","47.2667","11.4","","","","7003249",""
"Prof. Dr. Heidi Siller-Runggaldier","Innsbruck","Prof. Dr. Heidi Siller-Runggaldier","47.2667","11.4","","","","7003249",""
"Dr. Julia Pröll","Innsbruck","Dr. Julia Pröll","47.2667","11.4","","","","7003249",""
"Martina Albrich","Innsbruck","Martina Albrich","47.2667","11.4","","","","7003249",""
"Prof. Dr. Eva Lavric","Innsbruck","Prof. Dr. Eva Lavric","47.2667","11.4","","","","7003249",""
"Erica Autelli","Innsbruck","Erica Autelli","47.2667","11.4","","","","7003249",""
"Dr. Carmen Konzett","Innsbruck","Dr. Carmen Konzett","47.2667","11.4","","","","7003249",""
"Dr. Christine Konecny","Innsbruck","Dr. Christine Konecny","47.2667","11.4","","","","7003249",""
"Dr. Oriana Ferraguzzi","Italien","Dr. Oriana Ferraguzzi","42.8333","12.8333","","","","1000080",""
"Jan Casalicchio","Italien","Jan Casalicchio","42.8333","12.8333","","","","1000080",""
"Dr. Holger Wochele","Jena","Dr. Holger Wochele","50.9333","11.5833","","","","7005973",""
"Prof. Dr. Rainer Schlösser","Jena","Prof. Dr. Rainer Schlösser","50.9333","11.5833","","","","7005973",""
"Annika  Mayer","Kassel","Annika  Mayer","51.3","9.5","","","","",""
"Dr. Patrick Eser","Kassel","Dr. Patrick Eser","51.3","9.5","","","","",""
"Julia Anslik","Kiel","Julia Anslik","54.3333","10.1333","","","","7004457",""
"Julia Engels","Kiel","Julia Engels","54.3333","10.1333","","","","7004457",""
"Dr. Francesca Bravi","Kiel","Dr. Francesca Bravi","54.3333","10.1333","","","","7004457",""
"Prof. Dr. Elmar Eggert","Kiel","Prof. Dr. Elmar Eggert","54.3333","10.1333","","","","7004457",""
"Prof. Dr. Raymund Wilhelm","Klagenfurt","Prof. Dr. Raymund Wilhelm","46.6333","14.3333","","","","7003084",""
"Prof. Dr. Kirsten Dickhaut","Koblenz","Prof. Dr. Kirsten Dickhaut","50.35","7.6","","","","7004448",""
"Dr. Sascha Diwersy","Köln","Dr. Sascha Diwersy","50.9333","6.95","","","","7004446",""
"Benjamin Loy","Köln","Benjamin Loy","50.9333","6.95","","","","7004446",""
"Dr. Matthias Bürgel","Köln","Dr. Matthias Bürgel","50.9333","6.95","","","","7004446",""
"Ursula Arning","Köln","Ursula Arning","50.9333","6.95","","","","7004446",""
"Marcos Zampieri","Köln","Marcos Zampieri","50.9333","6.95","","","","7004446",""
"Dr. Danielle  Dahan-Feucht","Konstanz","Dr. Danielle  Dahan-Feucht","47.6667","9.1667","","","","7005174",""
"PD Dr. Niklas Bender","Landau","PD Dr. Niklas Bender","49.2","8.1167","","","","7012952",""
"Dr. Heidrun Witte","Las Palmas de Gran Canaria","Dr. Heidrun Witte","28.126426580975636","-15.409057617187049","","","","",""
"Sara Bernechea","Lausanne","Sara Bernechea","46.5333","6.65","","","","7007299",""
"Noémie Chardonnens","Lausanne","Noémie Chardonnens","46.5333","6.65","","","","7007299",""
"Dr. Gabriela Cordone","Lausanne","Dr. Gabriela Cordone","46.5333","6.65","","","","7007299",""
"Dr. Tanja Schwan","Leipzig","Dr. Tanja Schwan","51.3333","12.4167","","","","7012329",""
"Katharina Funke","Leipzig","Katharina Funke","51.3333","12.4167","","","","7012329",""
"Prof. Dr. Elisabeth Burr","Leipzig","Prof. Dr. Elisabeth Burr","51.3333","12.4167","","","","7012329",""
"Julia Burkhardt","Leipzig","Julia Burkhardt","51.3333","12.4167","","","","7012329",""
"Dr. Fernando Ramos Arenas","Leipzig","Dr. Fernando Ramos Arenas","51.3333","12.4167","","","","7012329",""
"Neuere Publikationen:","Leipzig","Neuere Publikationen:","51.3333","12.4167","","","","7012329",""
"Prof. Dr. Alfonso de Toro","Leipzig","Prof. Dr. Alfonso de Toro","51.3333","12.4167","","","","7012329",""
"Dr. Reindert Dhondt","Leuven","Dr. Reindert Dhondt","50.8833","4.7","","","","7007949",""
"Dr. Álvaro Ceballos Viro","Liège","Dr. Álvaro Ceballos Viro","47.2167","1.0833","","","","7017038",""
"Dr. Ofelia Huamanchumo de la Cuba","Lima","Dr. Ofelia Huamanchumo de la Cuba","-12.05","-77.05","","","","",""
"PD Dr. Ana Monica Fonseca","Lisbon","PD Dr. Ana Monica Fonseca","38.7333","-9.1333","","","","7010978",""
"Dr. Simone Ventura","London","Dr. Simone Ventura","51.5","-.1667","","","","7011781",""
"Prof. Dr. Gudrun Ziegler","Luxemburg","Prof. Dr. Gudrun Ziegler","49.75","6.1667","","","","7003514",""
"Katrin Ziegler","Macerata","Katrin Ziegler","43.3","13.45","","","","7004018",""
"Dr. Laura De Simone","Madrid","Dr. Laura De Simone","40.4","-3.6833","","","","7010420",""
"Dr. José Carlos  Huisa Téllez","Mainz","Dr. José Carlos  Huisa Téllez","50","8.2667","","","","7004449",""
"Frédéric Nicolosi","Mainz","Frédéric Nicolosi","50","8.2667","","","","7004449",""
"Dr. Robert Lukenda","Mainz","Dr. Robert Lukenda","50","8.2667","","","","7004449",""
"Prof. Dr. Barbara Wehr","Mainz","Prof. Dr. Barbara Wehr","50","8.2667","","","","7004449",""
"Dr. Marcel Vejmelka","Mainz","Dr. Marcel Vejmelka","50","8.2667","","","","7004449",""
"Dr. Timo  Obergöker","Mainz","Dr. Timo  Obergöker","50","8.2667","","","","7004449",""
"Alessandra  Matrone","Mainz","Alessandra  Matrone","50","8.2667","","","","7004449",""
"Prof. Dr. Sylvia  Thiele","Mainz","Prof. Dr. Sylvia  Thiele","50","8.2667","","","","7004449",""
"Dr. Caroline Mannweiler","Mainz","Dr. Caroline Mannweiler","50","8.2667","","","","7004449",""
"Prof. Dr. Martina  Schrader-Kniffki","Mainz","Prof. Dr. Martina  Schrader-Kniffki","50","8.2667","","","","7004449",""
"Prof. Dr. Johannes Angermüller","Mainz","Prof. Dr. Johannes Angermüller","50","8.2667","","","","7004449",""
"Lisa Zeller","Mainz","Lisa Zeller","50","8.2667","","","","7004449",""
"Dr. Irene M. Weiss","Mainz","Dr. Irene M. Weiss","50","8.2667","","","","7004449",""
"Marina-Rafaela Buch","Mainz","Marina-Rafaela Buch","50","8.2667","","","","7004449",""
"Prof. Dr. Véronique Porra","Mainz","Prof. Dr. Véronique Porra","50","8.2667","","","","7004449",""
"Vanessa Schlüter","Mainz","Vanessa Schlüter","50","8.2667","","","","7004449",""
"Tobias Röhl","Mainz","Tobias Röhl","50","8.2667","","","","7004449",""
"Lisa Zeller","Mainz","Lisa Zeller","50","8.2667","","","","7004449",""
"Prof. Dr. Dietrich Scholler","Mainz","Prof. Dr. Dietrich Scholler","50","8.2667","","","","7004449",""
"PD Dr. Kristin Reinke","Mainz","PD Dr. Kristin Reinke","50","8.2667","","","","7004449",""
"Jasmin Marjam Rezai Dubiel","Mainz","Jasmin Marjam Rezai Dubiel","50","8.2667","","","","7004449",""
"Prof. Dr. Benjamin Lucas Meisnitzer","Mainz","Prof. Dr. Benjamin Lucas Meisnitzer","50","8.2667","","","","7004449",""
"Dr. Daron Burrows","Manchester","Dr. Daron Burrows","53.4791466","-2.2447445","","","","",""
"Julia Wittemann","Mannheim","Julia Wittemann","49.5","8.4667","","","","7005179",""
"Dr. Amina  Kropp","Mannheim","Dr. Amina  Kropp","49.5","8.4667","","","","7005179",""
"PD Dr. Gabriele Birken-Silverman","Mannheim","PD Dr. Gabriele Birken-Silverman","49.5","8.4667","","","","7005179",""
"Raphaela Braun","Marburg","Raphaela Braun","50.8167","8.7667","","","","7012330",""
"Carlos Collado Seidel","Marburg","Carlos Collado Seidel","50.8167","8.7667","","","","7012330",""
"Daniela Bister","Marburg","Daniela Bister","50.8167","8.7667","","","","7012330",""
"Prof. Dr. Helene Blondeau","Miami","Prof. Dr. Helene Blondeau","25.7742658","-80.1936589","","","","",""
"Aline Willems","Montréal","Aline Willems","45.5","-73.6","","","","",""
"Carolina  Spiegel","München","Carolina  Spiegel","48.1333","11.5833","","","","7004333",""
"PD Dr. Aurelia Merlan","München","PD Dr. Aurelia Merlan","48.1333","11.5833","","","","7004333",""
"Alexander Kagerer","München","Alexander Kagerer","48.1333","11.5833","","","","7004333",""
"PD Dr. Lars Schneider","München","PD Dr. Lars Schneider","48.1333","11.5833","","","","7004333",""
"Stefanie Bollmann","Münster","Stefanie Bollmann","51.9667","7.6167","","","","1002616",""
"Dr. Martin Baxmeyer","Münster","Dr. Martin Baxmeyer","51.9667","7.6167","","","","1002616",""
"Sekretariat der Spanischen Abteilung","Münster","Sekretariat der Spanischen Abteilung","51.9667","7.6167","","","","1002616",""
"PD Dr. Karin Becker","Münster","PD Dr. Karin Becker","51.9667","7.6167","","","","1002616",""
"Bastienne Schulz  ","Nancy","Bastienne Schulz  ","48.7","6.2","","","","7008412",""
"Dr. Diego Bertelli","New Haven","Dr. Diego Bertelli","38.6","-91.2167","","","","2059864",""
"Dr. Annette Clamor","Osnabrück","Dr. Annette Clamor","52.2833","8.05","","","","7005252",""
"Prof. Dr. Wolfgang Asholt","Osnabrück","Prof. Dr. Wolfgang Asholt","52.2833","8.05","","","","7005252",""
"Prof. Dr. Christoph Bürgel","Osnabrück","Prof. Dr. Christoph Bürgel","52.2833","8.05","","","","7005252",""
"Prof. Dr. Jörn  Steigerwald","Paderborn","Prof. Dr. Jörn  Steigerwald","51.7167","8.7333","","","","7005101",""
"Tanja Bollow","Paderborn","Tanja Bollow","51.7167","8.7333","","","","7005101",""
"Dr. Hendrik Schlieper","Paderborn","Dr. Hendrik Schlieper","51.7167","8.7333","","","","7005101",""
"Fabienne Detoc","Paderborn","Fabienne Detoc","51.7167","8.7333","","","","7005101",""
"Ulrike  Pfeifer","Palma de Mallorca","Ulrike  Pfeifer","39.5833","2.65","","","","",""
"Dr. Ralph Winter","Paris","Dr. Ralph Winter","48.8667","2.3333","","","","7008038",""
"Anne Seitz","Paris","Anne Seitz","48.8667","2.3333","","","","7008038",""
"Apl. Prof. Jalouneix Catherine","Paris","Apl. Prof. Jalouneix Catherine","48.8667","2.3333","","","","7008038",""
"Dr. Susannah  Ellis","Paris","Dr. Susannah  Ellis","48.8667","2.3333","","","","7008038",""
"Dr. Elina Absalyamova","Paris","Dr. Elina Absalyamova","48.8667","2.3333","","","","7008038",""
"Dr. Anna-Sophia Buck","Paris","Dr. Anna-Sophia Buck","48.8667","2.3333","","","","7008038",""
"Alexander Gropper","Passau","Alexander Gropper","48.5833","13.4667","","","","7004407",""
"Dr. Magdalena Mancas","Passau","Dr. Magdalena Mancas","48.5833","13.4667","","","","7004407",""
"Dr. Marion Kühn","Passau","Dr. Marion Kühn","48.5833","13.4667","","","","7004407",""
"Dr. Birgit  Aka","Passau","Dr. Birgit  Aka","48.5833","13.4667","","","","7004407",""
"Prof. Dr. Ursula  Reutner","Passau","Prof. Dr. Ursula  Reutner","48.5833","13.4667","","","","7004407",""
"PD Dr. Lydia  Bauer","Potsdam","PD Dr. Lydia  Bauer","52.4","13.0667","","","","7003728",""
"Antonio  Barquero","Potsdam","Antonio  Barquero","52.4","13.0667","","","","7003728",""
"Tobias Kraft","Potsdam","Tobias Kraft","52.4","13.0667","","","","7003728",""
"Prof. Dr. Gerda Haßler","Potsdam","Prof. Dr. Gerda Haßler","52.4","13.0667","","","","7003728",""
"Dr. Anne Kraume","Potsdam","Dr. Anne Kraume","52.4","13.0667","","","","7003728",""
"Daniel Dengler","Regensburg","Daniel Dengler","49.0167","12.1","","","","7013496",""
"Dr. Marina Ortrud M. Hertrampf","Regensburg","Dr. Marina Ortrud M. Hertrampf","49.0167","12.1","","","","7013496",""
"Prof. Dr. Isabella von Treskow","Regensburg","Prof. Dr. Isabella von Treskow","49.0167","12.1","","","","7013496",""
"Dr. Simona Fabellini","Regensburg","Dr. Simona Fabellini","49.0167","12.1","","","","7013496",""
"PD Dr. Annette  Endruschat","Regensburg","PD Dr. Annette  Endruschat","49.0167","12.1","","","","7013496",""
"Dr. Dagmar Schmelzer","Regensburg","Dr. Dagmar Schmelzer","49.0167","12.1","","","","7013496",""
"Julia Blandfort","Regensburg","Julia Blandfort","49.0167","12.1","","","","7013496",""
"Kathrin Kraller","Regensburg","Kathrin Kraller","49.0167","12.1","","","","7013496",""
"Jonas Hock","Regensburg","Jonas Hock","49.0167","12.1","","","","7013496",""
"Dr. Elisa De Roberto","Roma","Dr. Elisa De Roberto","41.9667","12.6667","","","","7003138",""
"Prof. Dr. Juergen Schmidt-Radefeldt","Rostock","Prof. Dr. Juergen Schmidt-Radefeldt","54.1","12.15","","","","7003729",""
"Prof. Dr. Albrecht  Buschmann","Rostock","Prof. Dr. Albrecht  Buschmann","54.1","12.15","","","","7003729",""
"Christoph  Behrens","Rostock","Christoph  Behrens","54.1","12.15","","","","7003729",""
"Prof. Dr. Rafael Arnold","Rostock","Prof. Dr. Rafael Arnold","54.1","12.15","","","","7003729",""
"Stefan Serafin","Rostock","Stefan Serafin","54.1","12.15","","","","7003729",""
"Prof. Dr. Juergen Schmidt-Radefeldt","Rostock","Prof. Dr. Juergen Schmidt-Radefeldt","54.1","12.15","","","","7003729",""
"Fanny Romoth","Rostock","Fanny Romoth","54.1","12.15","","","","7003729",""
"Carla Amado","Saarbrücken","Carla Amado","49.25","6.9667","","","","7004454",""
"Dr. Sabine Narr","Saarbrücken","Dr. Sabine Narr","49.25","6.9667","","","","7004454",""
"Prof. Dr. Hans-Jürgen Lüsebrink","Saarbrücken","Prof. Dr. Hans-Jürgen Lüsebrink","49.25","6.9667","","","","7004454",""
"Nicholas Williams","Saarbrücken","Nicholas Williams","49.25","6.9667","","","","7004454",""
"Christian Schweizer","Saarbrücken","Christian Schweizer","49.25","6.9667","","","","7004454",""
"Juan Pedro Rojas Pichardo","Saarbrücken","Juan Pedro Rojas Pichardo","49.25","6.9667","","","","7004454",""
"Dr. Jeanne Ruffing","Saarbrücken","Dr. Jeanne Ruffing","49.25","6.9667","","","","7004454",""
"Dr. Maria Hegner","Saarbrücken","Dr. Maria Hegner","49.25","6.9667","","","","7004454",""
"Prof. Dr. Christiane  Solte-Gresser","Saarbrücken","Prof. Dr. Christiane  Solte-Gresser","49.25","6.9667","","","","7004454",""
"Vesna  Stirnadel","Saarbrücken","Vesna  Stirnadel","49.25","6.9667","","","","7004454",""
"Dr. Virginie Geisler","Saarbrücken","Dr. Virginie Geisler","49.25","6.9667","","","","7004454",""
"Dr. Laura Sergo","Saarbrücken","Dr. Laura Sergo","49.25","6.9667","","","","7004454",""
"Prof. Dr. Christoph Vatter","Saarbrücken","Prof. Dr. Christoph Vatter","49.25","6.9667","","","","7004454",""
"Prof. Dr. Hans-Jürgen Lüsebrink","Saarbrücken","Prof. Dr. Hans-Jürgen Lüsebrink","49.25","6.9667","","","","7004454",""
"Dr. Markus Ebenhoch","Salzburg","Dr. Markus Ebenhoch","47.8","13.05","","","","7003256",""
"Prof. Dr. Gudrun Bachleitner-Held","Salzburg","Prof. Dr. Gudrun Bachleitner-Held","47.8","13.05","","","","7003256",""
"Anne Wolfsgruber","Salzburg","Anne Wolfsgruber","47.8","13.05","","","","7003256",""
"Dr. Johanna  Wolf","Salzburg","Dr. Johanna  Wolf","47.8","13.05","","","","7003256",""
"Dr. Juliana  Perez","Sao Paolo","Dr. Juliana  Perez","-23.55","-46.65","","","","",""
"Dr. Maribel Cedeño Rojas","Siegen","Dr. Maribel Cedeño Rojas","50.8667","8.0333","","","","7012712",""
"Prof. Dr. Christian  von Tschilschke","Siegen","Prof. Dr. Christian  von Tschilschke","50.8667","8.0333","","","","7012712",""
"Prof. Dr. Antonella Benucci","Siena","Prof. Dr. Antonella Benucci","43.3167","11.3167","","","","7011179",""
"Prof. Dr. Henry Thorau","Trier","Prof. Dr. Henry Thorau","50","6.5833","","","","7004451",""
"Prof. Dr. Andre Klump","Trier","Prof. Dr. Andre Klump","50","6.5833","","","","7004451",""
"Reinhard Berron","Tübingen","Reinhard Berron","48.5","9.75","","","","1003267",""
"Dr. Laurentius Pop","Tübingen","Dr. Laurentius Pop","48.5","9.75","","","","1003267",""
"Dr. Rada Bieberstein","Tübingen","Dr. Rada Bieberstein","48.5","9.75","","","","1003267",""
"Serena Bartali","Tübingen","Serena Bartali","48.5","9.75","","","","1003267",""
"Christoph Maria Sanders","Tübingen","Christoph Maria Sanders","48.5","9.75","","","","1003267",""
"Dr. habil. Ferran Robles Sabater","Valencia","Dr. habil. Ferran Robles Sabater","39.4667","-.3667","","","","7002793",""
"Prof. Dr. Giuliana Giusti","Venezia","Prof. Dr. Giuliana Giusti","45.4384143","12.318564","","","","",""
"Dr. Esther Gimeno Ugalde","Wien","Dr. Esther Gimeno Ugalde","48.2167","16.3667","","","","7003321",""
"Prof. Dr. Gualtiero Boaglio","Wien","Prof. Dr. Gualtiero Boaglio","48.2167","16.3667","","","","7003321",""
"PD Dr. Margit Thir","Wien","PD Dr. Margit Thir","48.2167","16.3667","","","","7003321",""
"Dr. Max  Doppelbauer","Wien","Dr. Max  Doppelbauer","48.2167","16.3667","","","","7003321",""
"Dr. Sonja Kral","Wien","Dr. Sonja Kral","48.2167","16.3667","","","","7003321",""
"Dr. Marina Corrêa","Wien","Dr. Marina Corrêa","48.2167","16.3667","","","","7003321",""
"Dr. Laia Arnaus Gil","Wuppertal","Dr. Laia Arnaus Gil","51.2667","7.1833","","","","7004943",""
"Berit Callsen","Würzburg","Berit Callsen","49.8","9.9333","","","","7004335",""
"Robert  Hesselbach","Würzburg","Robert  Hesselbach","49.8","9.9333","","","","7004335",""
"Prof. Dr. Brigitte Burrichter","Würzburg","Prof. Dr. Brigitte Burrichter","49.8","9.9333","","","","7004335",""
"Julien Bobineau","Würzburg","Julien Bobineau","49.8","9.9333","","","","7004335",""
"Dr. Christof Schöch","Würzburg","Dr. Christof Schöch","49.8","9.9333","","","","7004335",""
"Reto Zöllner","Zürich","Reto Zöllner","47.3833","8.55","","","","7003765",""
"Prof. Dr. Johannes Kabatek","Zürich","Prof. Dr. Johannes Kabatek","47.3833","8.55","","","","7003765",""
"Julie Dekens","Zürich","Julie Dekens","47.3833","8.55","","","","7003765",""
"Dr. Inka Wissner","Zürich","Dr. Inka Wissner","47.3833","8.55","","","","7003765",""
"Prof. Dr. Thomas Johnen","Zwickau","Prof. Dr. Thomas Johnen","50.7333","12.5","","","","7012354",""
"","","","","","","","","",""
