Name,Address,Description,Longitude,Latitude,TimeStamp,TimeSpan:begin,TimeSpan:end,GettyID
Carlos Collado Seidel,Marburg,Carlos Collado Seidel,,,,2014-04-09,,
Prof. Dr. Véronique Duché,Melbourne,Prof. Dr. Véronique Duché,,,,2012-05-05,,
Prof. Dr. Ulrich Pfeil ,Metz,Prof. Dr. Ulrich Pfeil ,,,,2010-04-29,,
Prof. Dr. Helene Blondeau,Miami,Prof. Dr. Helene Blondeau,,,,2013-12-01,,
 Prof. Dr. Steven  Dworkin ,Michigan, Prof. Dr. Steven  Dworkin ,,,,2011-08-08,,
Antje Ziethen,Montréal,Antje Ziethen,,,,2013-04-18,,
Manuel Mühlbacher,München,Manuel Mühlbacher,,,,2014-07-16,,
PD Dr. Aurelia Merlan,München,PD Dr. Aurelia Merlan,,,,2010-07-06,,
Dr. Marlene Prischich,München,Dr. Marlene Prischich,,,,2010-01-16,,
Daniela Herglotz,München,Daniela Herglotz,,,,2012-07-07,,
Dr. Elissa Pustka,München,Dr. Elissa Pustka,,,,2011-06-17,,
Dr. Angela Oster,München,Dr. Angela Oster,,,,2010-03-13,,
Myriam Fagnon-Ruehlmann,München,Myriam Fagnon-Ruehlmann,,,,2014-03-01,,
Carolina  Spiegel,München,Carolina  Spiegel,,,,2013-07-26,,
Prof. Dr. Álvaro S. Octavio de Toledo y Huerta,München,Prof. Dr. Álvaro S. Octavio de Toledo y Huerta,,,,2014-04-20,,
Katharina Franko,München,Katharina Franko,,,,2014-05-26,,
Neele Meyer,München,Neele Meyer,,,,2014-03-11,,
Ornella Fendt,München,Ornella Fendt,,,,2014-07-05,,
Dr. Dagmar Stöferle,München,Dr. Dagmar Stöferle,,,,2010-11-11,,
Mona Neumeier,München,Mona Neumeier,,,,2014-05-08,,
Valerie Kiendl,München,Valerie Kiendl,,,,2013-07-26,,
Stefan Sassenberg,München,Stefan Sassenberg,,,,2013-08-12,,
Dr. Thomas Stöber,München,Dr. Thomas Stöber,,,,2009-10-29,,
PD Dr. Lars Schneider,München,PD Dr. Lars Schneider,,,,2009-10-28,,
Alexander Kagerer,München,Alexander Kagerer,,,,2014-06-30,,
Prof. Dr. Andreas Dufter,München,Prof. Dr. Andreas Dufter,,,,2010-05-15,,
David Klein,München,David Klein,,,,2011-02-02,,
Dr. Verena Schmöller,München,Dr. Verena Schmöller,,,,2009-12-08,,
Prof. Dr. Volker Noll,Münster,Prof. Dr. Volker Noll,,,,2010-11-19,,
Dr. Ursula Trappe,Münster,Dr. Ursula Trappe,,,,2011-08-16,,
Universität Münster: Sekretariat der Spanischen Abteilung,Münster,Universität Münster: Sekretariat der Spanischen Abteilung,,,,2014-05-28,,
Stefanie Bollmann,Münster,Stefanie Bollmann,,,,2011-06-27,,
Dr. Martin Baxmeyer,Münster,Dr. Martin Baxmeyer,,,,2012-09-17,,
PD Dr. Karin Becker,Münster,PD Dr. Karin Becker,,,,2011-12-07,,
Prof. Dr. Thomas Johnen,Münster,Prof. Dr. Thomas Johnen,,,,2009-12-03,,
Anna Sennefelder,Spiekeroog,Anna Sennefelder,,,,2014-05-14,,
Nicola Biskup-Breitenfeld,Spiekeroog,Nicola Biskup-Breitenfeld,,,,2014-07-01,,
Tjark Hecker,Spiekeroog,Tjark Hecker,,,,2012-04-04,,
Louise Dietrich,Spiekeroog,Louise Dietrich,,,,2010-05-17,,
Isabelle Kross,Spiekeroog,Isabelle Kross,,,,2010-02-10,,
Steffen Heidinger,Spiekeroog,Steffen Heidinger,,,,2014-04-25,,
Laura-Maria Thole,Spiekeroog,Laura-Maria Thole,,,,2014-05-16,,
Dr. Elena Castroviejo,Spiekeroog,Dr. Elena Castroviejo,,,,2014-04-03,,
Dr. Sofia  Stratilaki,Spiekeroog,Dr. Sofia  Stratilaki,,,,2012-10-21,,
Katrin Berty,Spiekeroog,Katrin Berty,,,,2014-07-23,,
Osvaldo Calle Quiñonez,Spiekeroog,Osvaldo Calle Quiñonez,,,,2014-06-22,,
Fabian Lehmann,Spiekeroog,Fabian Lehmann,,,,2014-07-07,,
Prof. Dr. Meike Meliss,Spiekeroog,Prof. Dr. Meike Meliss,,,,2014-05-10,,
Ousmane Somah,Spiekeroog,Ousmane Somah,,,,2014-05-01,,
Dr. Karl-Heinz Röntgen,Spiekeroog,Dr. Karl-Heinz Röntgen,,,,2014-03-17,,
Henrieke Markert,Spiekeroog,Henrieke Markert,,,,2012-08-03,,
Dr. Susana Paula Tavares,Spiekeroog,Dr. Susana Paula Tavares,,,,2014-08-14,,
Lea Akkermann,Spiekeroog,Lea Akkermann,,,,2014-03-02,,
Britta Quisbrok,Spiekeroog,Britta Quisbrok,,,,2014-05-12,,
Dr. Theresa Vögle,Spiekeroog,Dr. Theresa Vögle,,,,2012-06-12,,
Jenny Augustin,Spiekeroog,Jenny Augustin,,,,2012-07-30,,
Meryem Icin,Spiekeroog,Meryem Icin,,,,2014-04-04,,
Katharina Fürholzer,Spiekeroog,Katharina Fürholzer,,,,2014-05-27,,
Dr. Peter Jehle,Spiekeroog,Dr. Peter Jehle,,,,2010-08-27,,
Kamila Meyer,Spiekeroog,Kamila Meyer,,,,2010-01-15,,
valentina De Pascale,Spiekeroog,valentina De Pascale,,,,2014-06-24,,
Dr. Maria Lacueva i Lorenz,Spiekeroog,Dr. Maria Lacueva i Lorenz,,,,2014-06-05,,
Dr. Angela Weißhaar,Spiekeroog,Dr. Angela Weißhaar,,,,2014-03-01,,
Florence Marienne-Yao,Spiekeroog,Florence Marienne-Yao,,,,2014-03-02,,
Sheila Cano,Spiekeroog,Sheila Cano,,,,2014-06-13,,
Benny Schulz,Spiekeroog,Benny Schulz,,,,2013-06-12,,
Sonja  Humbel-Pain,Spiekeroog,Sonja  Humbel-Pain,,,,2014-03-12,,
Dr. Esther  Douterelo,Spiekeroog,Dr. Esther  Douterelo,,,,2014-03-26,,
Karolin Viseneber,Spiekeroog,Karolin Viseneber,,,,2014-07-14,,
Karla Hahndorf,Spiekeroog,Karla Hahndorf,,,,2014-01-20,,
Anita Maier,Spiekeroog,Anita Maier,,,,2011-04-19,,
Dr. Dominic Angeloch,Spiekeroog,Dr. Dominic Angeloch,,,,2014-04-25,,
Lara Willenberg,Spiekeroog,Lara Willenberg,,,,2012-02-02,,
Sandra Grießl,Spiekeroog,Sandra Grießl,,,,2012-03-02,,
Dr. Marta Ollé,Spiekeroog,Dr. Marta Ollé,,,,2014-03-15,,
Isabell Lindbüchl,Spiekeroog,Isabell Lindbüchl,,,,2014-04-13,,
Dr. Karl Philipp Ellerbrock,Spiekeroog,Dr. Karl Philipp Ellerbrock,,,,2014-02-20,,
Prof. Dr. Matei Chihaia,Spiekeroog,Prof. Dr. Matei Chihaia,,,,2014-08-04,,
Thomas Pfister,Spiekeroog,Thomas Pfister,,,,2010-01-24,,
Valentin Petzsche,Spiekeroog,Valentin Petzsche,,,,2010-12-15,,
Christine Irmler,Spiekeroog,Christine Irmler,,,,2010-07-23,,
Dr. Beate Langenbruch,Spiekeroog,Dr. Beate Langenbruch,,,,2010-09-03,,
Amine Bounaira,Spiekeroog,Amine Bounaira,,,,2014-09-11,,
Prof. Dr. Jens Andermann,Spiekeroog,Prof. Dr. Jens Andermann,,,,2014-04-22,,
Sabine Greiner,Spiekeroog,Sabine Greiner,,,,2014-03-27,,
PD Dr. Edi Zollinger,Spiekeroog,PD Dr. Edi Zollinger,,,,2013-03-21,,
Dr. Gerhard Schönberger,Spiekeroog,Dr. Gerhard Schönberger,,,,2010-01-13,,
Dr. Barbara Di Noi,Spiekeroog,Dr. Barbara Di Noi,,,,2012-09-30,,
Stéphane Névot,Spiekeroog,Stéphane Névot,,,,2013-06-21,,
Wilfried Sowada,Spiekeroog,Wilfried Sowada,,,,2014-03-01,,
PD Dr. Sonja Maria Steckbauer,Spiekeroog,PD Dr. Sonja Maria Steckbauer,,,,2014-03-04,,
Laura Schmidt,Spiekeroog,Laura Schmidt,,,,2012-02-13,,
PD Dr. Eva-Maria Güida,Spiekeroog,PD Dr. Eva-Maria Güida,,,,2014-04-17,,
Martina Mohr,Spiekeroog,Martina Mohr,,,,2014-09-08,,
Isabel Giustra,Spiekeroog,Isabel Giustra,,,,2014-03-25,,
Dr. Aouicha Mohr,Spiekeroog,Dr. Aouicha Mohr,,,,2010-01-12,,
Isabel Sorg,Spiekeroog,Isabel Sorg,,,,2013-08-30,,
Dr. Thi Thu Ha Ngo,Spiekeroog,Dr. Thi Thu Ha Ngo,,,,2014-03-03,,
Daniel Werner,Spiekeroog,Daniel Werner,,,,2012-10-11,,
Dr. Valentina Russo,Spiekeroog,Dr. Valentina Russo,,,,2014-03-01,,
Concetta Di Biase,Spiekeroog,Concetta Di Biase,,,,2014-03-01,,
Gabriella Lambrecht,Spiekeroog,Gabriella Lambrecht,,,,2013-11-16,,
Gabi Guadamillas,Spiekeroog,Gabi Guadamillas,,,,2014-09-02,,
Claudia  Damian,Spiekeroog,Claudia  Damian,,,,2014-01-27,,
Dr. Geneviève Roche,Spiekeroog,Dr. Geneviève Roche,,,,2014-03-04,,
Prof. Dr. Vahram Atayan,Spiekeroog,Prof. Dr. Vahram Atayan,,,,2014-05-27,,
Miriam Wittum,Spiekeroog,Miriam Wittum,,,,2011-11-03,,
Felix Tacke,Spiekeroog,Felix Tacke,,,,2014-03-19,,
Dr. Markus  Wiefarn,Spiekeroog,Dr. Markus  Wiefarn,,,,2014-04-15,,
Apl. Prof. Georgia Carvace,Spiekeroog,Apl. Prof. Georgia Carvace,,,,2012-12-12,,
Roberto Cortés,Spiekeroog,Roberto Cortés,,,,2010-09-10,,
Astrid Wlach,Spiekeroog,Astrid Wlach,,,,2014-05-13,,
Cécile Lambert,Spiekeroog,Cécile Lambert,,,,2014-04-06,,
Katrin Piene,Spiekeroog,Katrin Piene,,,,2009-12-22,,
Monia Dal Checco,Spiekeroog,Monia Dal Checco,,,,2012-10-16,,
Dr. Laura  Campanale,Spiekeroog,Dr. Laura  Campanale,,,,2014-05-05,,
Dr. Heike Necker,Spiekeroog,Dr. Heike Necker,,,,2012-08-22,,
Laura Rodrigues Nöhles,Spiekeroog,Laura Rodrigues Nöhles,,,,2011-08-18,,
Dr. Cristina Bianchi,Spiekeroog,Dr. Cristina Bianchi,,,,2014-04-29,,
Aniela Mikolajczyk,Spiekeroog,Aniela Mikolajczyk,,,,2014-05-15,,
Dr. Karin Peters,Spiekeroog,Dr. Karin Peters,,,,2014-05-20,,
Pascale Roure,Spiekeroog,Pascale Roure,,,,2011-01-22,,
Julia Wuttig,Spiekeroog,Julia Wuttig,,,,2014-06-04,,
Evgeniya Markova,Spiekeroog,Evgeniya Markova,,,,2011-01-18,,
André Bonilha,Spiekeroog,André Bonilha,,,,2010-03-06,,
Orlando Valenzuela,Spiekeroog,Orlando Valenzuela,,,,2013-12-09,,
Agathe  Mareuge,Spiekeroog,Agathe  Mareuge,,,,2014-02-07,,
Prof. Dr. Tobias Brandenberger,Spiekeroog,Prof. Dr. Tobias Brandenberger,,,,2014-05-25,,
Björn Römer,Spiekeroog,Björn Römer,,,,2012-09-14,,
Carolin Benz,Spiekeroog,Carolin Benz,,,,2011-06-24,,
Prof. Dr. Gisela Febel,Spiekeroog,Prof. Dr. Gisela Febel,,,,2014-06-13,,
Matthias Wolny,Spiekeroog,Matthias Wolny,,,,2014-06-10,,
Emika Bartodziej,Spiekeroog,Emika Bartodziej,,,,2010-10-28,,
Beate Kerpen,Spiekeroog,Beate Kerpen,,,,2014-03-17,,
Dr. habil. anna paola concu,Spiekeroog,Dr. habil. anna paola concu,,,,2014-03-12,,
Marie GABORIAUD,Spiekeroog,Marie GABORIAUD,,,,2014-03-12,,
Katiuscia Solpietro,Spiekeroog,Katiuscia Solpietro,,,,2014-02-18,,
Jennifer Roger,Spiekeroog,Jennifer Roger,,,,2014-07-30,,
Dr. Francesca Santevecchi,Spiekeroog,Dr. Francesca Santevecchi,,,,2014-03-01,,
Dr. Maria Rosaria Compagnone,Spiekeroog,Dr. Maria Rosaria Compagnone,,,,2014-08-20,,
Dr. Christoph Platen,Spiekeroog,Dr. Christoph Platen,,,,2014-05-05,,
Dr. Gabriele Vickermann-Ribémont,Spiekeroog,Dr. Gabriele Vickermann-Ribémont,,,,2014-03-24,,
Johannes Brambora,Spiekeroog,Johannes Brambora,,,,2014-07-15,,
Dr. Daniela Müller,Spiekeroog,Dr. Daniela Müller,,,,2013-09-05,,
Christiane Pflaum,Spiekeroog,Christiane Pflaum,,,,2011-10-31,,
Bàrbara Roviró,Spiekeroog,Bàrbara Roviró,,,,2014-06-21,,
Christin Kunzmann,Spiekeroog,Christin Kunzmann,,,,2010-08-02,,
Inmaculada Fernandez Menino,Spiekeroog,Inmaculada Fernandez Menino,,,,2014-07-01,,
Dr. Sandra Strigl,Spiekeroog,Dr. Sandra Strigl,,,,2013-11-24,,
Francesco Crifo,Spiekeroog,Francesco Crifo,,,,2014-04-08,,
Amalia Varela,Spiekeroog,Amalia Varela,,,,2014-03-10,,
Prof. Dr. Filippo Fonio,Spiekeroog,Prof. Dr. Filippo Fonio,,,,2014-05-13,,
Werner Altmann,Spiekeroog,Werner Altmann,,,,2014-05-18,,
Sebastian Schönbeck,Spiekeroog,Sebastian Schönbeck,,,,2010-08-30,,
Marie-Clémence Régnier,Spiekeroog,Marie-Clémence Régnier,,,,2014-05-07,,
Karin  Otte,Spiekeroog,Karin  Otte,,,,2014-06-24,,
Dr. Konstanze Baron,Spiekeroog,Dr. Konstanze Baron,,,,2014-05-13,,
Ruben Nicotera,Spiekeroog,Ruben Nicotera,,,,2010-04-16,,
Dr. Kristin Eichhorn,Spiekeroog,Dr. Kristin Eichhorn,,,,2014-05-30,,
Dr. Florian Schmid,Spiekeroog,Dr. Florian Schmid,,,,2014-07-18,,
Beatrice Virendi,Spiekeroog,Beatrice Virendi,,,,2014-06-18,,
Melanie Scheid,Spiekeroog,Melanie Scheid,,,,2014-02-26,,
Carolina Caballero,Spiekeroog,Carolina Caballero,,,,2014-03-04,,
Sonja Sparouz,Spiekeroog,Sonja Sparouz,,,,2014-02-18,,
Antonina Klokova,Spiekeroog,Antonina Klokova,,,,2011-01-03,,
Kristina  Beck,Spiekeroog,Kristina  Beck,,,,2014-05-13,,
Anaïs Boelicke,Spiekeroog,Anaïs Boelicke,,,,2014-03-03,,
Maria Zannini,Spiekeroog,Maria Zannini,,,,2014-07-02,,
Prof. Dr. William Diaz,Spiekeroog,Prof. Dr. William Diaz,,,,2014-01-05,,
Dr. Gruppuso Caterina,Spiekeroog,Dr. Gruppuso Caterina,,,,2014-09-10,,
José González,Spiekeroog,José González,,,,2014-03-07,,
Dr. Marlene Mussner,Spiekeroog,Dr. Marlene Mussner,,,,2013-01-02,,
Kathrin Decker,Spiekeroog,Kathrin Decker,,,,2010-03-27,,
Irene Domingo,Spiekeroog,Irene Domingo,,,,2014-05-06,,
Hebe Gargiulo,Spiekeroog,Hebe Gargiulo,,,,2013-11-28,,
Carmen Mata Castro,Spiekeroog,Carmen Mata Castro,,,,2014-06-03,,
Dr. Dirk Vetter,Spiekeroog,Dr. Dirk Vetter,,,,2012-06-09,,
Andrea Stock,Spiekeroog,Andrea Stock,,,,2012-01-04,,
Apl. Prof. Carlos Balle Blanes,Spiekeroog,Apl. Prof. Carlos Balle Blanes,,,,2014-03-01,,
Karen Forner,Spiekeroog,Karen Forner,,,,2014-06-16,,
Sabrina Braukmeier,Spiekeroog,Sabrina Braukmeier,,,,2011-10-12,,
Tanja  Krasny,Spiekeroog,Tanja  Krasny,,,,2014-04-24,,
Dr. Adriana López-Labourdette,Spiekeroog,Dr. Adriana López-Labourdette,,,,2014-06-12,,
Victor Ruiz,Spiekeroog,Victor Ruiz,,,,2014-03-12,,
Lukas Schaefer,Spiekeroog,Lukas Schaefer,,,,2014-09-10,,
Christoph Hülsmann,Spiekeroog,Christoph Hülsmann,,,,2014-03-14,,
Eva Wilhelm,Spiekeroog,Eva Wilhelm,,,,2011-03-30,,
Marco Albanese,Spiekeroog,Marco Albanese,,,,2014-03-03,,
Dr. Eugenia Ortiz Gambetta,Spiekeroog,Dr. Eugenia Ortiz Gambetta,,,,2014-02-10,,
Dr. Ricarda Matheus,Spiekeroog,Dr. Ricarda Matheus,,,,2014-08-05,,
Simona Brunetti,Spiekeroog,Simona Brunetti,,,,2014-07-07,,
Ana  Leiner,Spiekeroog,Ana  Leiner,,,,2011-10-30,,
Dr. Carmela Fischer Díaz,Spiekeroog,Dr. Carmela Fischer Díaz,,,,2014-03-18,,
Sarah Henter,Spiekeroog,Sarah Henter,,,,2011-03-09,,
Christiane  Quandt,Spiekeroog,Christiane  Quandt,,,,2013-10-30,,
Dr. Cristel Valzer,Spiekeroog,Dr. Cristel Valzer,,,,2014-06-11,,
Daniel Wendt,Spiekeroog,Daniel Wendt,,,,2010-03-02,,
Julia Putsche,Spiekeroog,Julia Putsche,,,,2011-10-06,,
Maude  Fagot,Spiekeroog,Maude  Fagot,,,,2014-06-03,,
Elena Holm,Spiekeroog,Elena Holm,,,,2010-10-31,,
Cornelia Steil,Spiekeroog,Cornelia Steil,,,,2014-03-27,,
Dr. Maria Suarez,Spiekeroog,Dr. Maria Suarez,,,,2014-03-01,,
Dr. Juan José Vélez,Spiekeroog,Dr. Juan José Vélez,,,,2012-12-06,,
Julius Goldmann,Spiekeroog,Julius Goldmann,,,,2013-10-30,,
Jose Antonio Romero Garnica,Spiekeroog,Jose Antonio Romero Garnica,,,,2014-03-04,,
Nina Hahne,Spiekeroog,Nina Hahne,,,,2014-06-03,,
Dr. Viviane  Azarian,Spiekeroog,Dr. Viviane  Azarian,,,,2014-06-23,,
Dr. Marijana Erstic,Spiekeroog,Dr. Marijana Erstic,,,,2014-02-24,,
Dr. Donatus  Düsterhaus,Spiekeroog,Dr. Donatus  Düsterhaus,,,,2011-01-06,,
Dr. Florian Gräfe,Spiekeroog,Dr. Florian Gräfe,,,,2011-07-20,,
Dr. Anna Albini,Spiekeroog,Dr. Anna Albini,,,,2014-03-26,,
Dr. Doris Pichler,Spiekeroog,Dr. Doris Pichler,,,,2011-07-15,,
Nina  Henseleit,Spiekeroog,Nina  Henseleit,,,,2010-11-30,,
Dr. Rolando Carrasco,Spiekeroog,Dr. Rolando Carrasco,,,,2014-04-01,,
Sarah Burnautzki,Spiekeroog,Sarah Burnautzki,,,,2014-03-07,,
Mara Persello,Spiekeroog,Mara Persello,,,,2014-02-28,,
Melani Estévez,Spiekeroog,Melani Estévez,,,,2014-07-25,,
Sonia Feijóo Rodríguez,Spiekeroog,Sonia Feijóo Rodríguez,,,,2012-02-09,,
Isabella Piatka,Spiekeroog,Isabella Piatka,,,,2010-09-09,,
Dr. Michael Zimmermann,Spiekeroog,Dr. Michael Zimmermann,,,,2014-08-29,,
Zeno Zelinsky,Spiekeroog,Zeno Zelinsky,,,,2014-05-07,,
Mariano Dharandas Mendez,Spiekeroog,Mariano Dharandas Mendez,,,,2012-04-24,,
Dr. Juliane Blank,Spiekeroog,Dr. Juliane Blank,,,,2014-05-23,,
Dr. Maroua El Naggare,Spiekeroog,Dr. Maroua El Naggare,,,,2014-09-11,,
Nicholas Catasso,Spiekeroog,Nicholas Catasso,,,,2014-07-22,,
PD Dr. Santa Ferretti,Spiekeroog,PD Dr. Santa Ferretti,,,,2014-08-20,,
Robert Schikowski,Spiekeroog,Robert Schikowski,,,,2014-05-06,,
Jakob Willis,Spiekeroog,Jakob Willis,,,,2014-04-02,,
Dr. Heike Muranyi,Spiekeroog,Dr. Heike Muranyi,,,,2013-08-13,,
Dr. Carlos Ginés Orta,Spiekeroog,Dr. Carlos Ginés Orta,,,,2014-02-28,,
Ingrid Mechtler,Spiekeroog,Ingrid Mechtler,,,,2014-03-17,,
Elisa Sorrenti,Spiekeroog,Elisa Sorrenti,,,,2014-08-14,,
Dr. Thomas Weidhaas,Spiekeroog,Dr. Thomas Weidhaas,,,,2014-08-22,,
Dr. Doris Eibl,Spiekeroog,Dr. Doris Eibl,,,,2014-07-17,,
Silvia Di Cioccio,Spiekeroog,Silvia Di Cioccio,,,,2014-06-02,,
Cord-Christian Casper,Spiekeroog,Cord-Christian Casper,,,,2014-03-18,,
Susan Chales de Beaulieu,Spiekeroog,Susan Chales de Beaulieu,,,,2010-01-12,,
Prof. Dr. Andrea Oberhuber,Spiekeroog,Prof. Dr. Andrea Oberhuber,,,,2014-06-13,,
Dr. Annette  Lühken,Spiekeroog,Dr. Annette  Lühken,,,,2010-12-20,,
Nico Balzarin,Spiekeroog,Nico Balzarin,,,,2011-08-06,,
Stefan Schreckenberg,Spiekeroog,Stefan Schreckenberg,,,,2014-05-21,,
Ana Maria Fröhling,Spiekeroog,Ana Maria Fröhling,,,,2012-10-14,,
Laura Nascimben,Spiekeroog,Laura Nascimben,,,,2012-07-30,,
Lydia Kaisee,Spiekeroog,Lydia Kaisee,,,,2012-10-21,,
Dr. Pia Claudia Doering,Spiekeroog,Dr. Pia Claudia Doering,,,,2014-04-16,,
Dr. Aouicha Mohr,Spiekeroog,Dr. Aouicha Mohr,,,,2010-02-14,,
Annette Mayer,Spiekeroog,Annette Mayer,,,,2012-05-18,,
Dr. Klaus Hockenjos,Spiekeroog,Dr. Klaus Hockenjos,,,,2010-05-20,,
Marie Schröer,Spiekeroog,Marie Schröer,,,,2014-09-01,,
Nathalie Crombée,Spiekeroog,Nathalie Crombée,,,,2014-05-08,,
Roman Thieltges,Spiekeroog,Roman Thieltges,,,,2014-04-09,,
Diego Stefanelli,Spiekeroog,Diego Stefanelli,,,,2014-06-12,,
Eva-Maria Hochhauser,Spiekeroog,Eva-Maria Hochhauser,,,,2014-04-28,,
Isabel Prats,Spiekeroog,Isabel Prats,,,,2014-03-13,,
Birgit Ueffing,Spiekeroog,Birgit Ueffing,,,,2010-08-22,,
Dr. Karin Hilpold,Spiekeroog,Dr. Karin Hilpold,,,,2010-01-25,,
Silvia Tonini,Spiekeroog,Silvia Tonini,,,,2014-07-14,,
Dr. Isabelle Baugé,Spiekeroog,Dr. Isabelle Baugé,,,,2014-03-01,,
Jannie Wullms,Spiekeroog,Jannie Wullms,,,,2014-05-29,,
Claudia Schweitzer,Spiekeroog,Claudia Schweitzer,,,,2013-11-08,,
Prof. Dr. Stephan Rixen,Spiekeroog,Prof. Dr. Stephan Rixen,,,,2014-03-19,,
Dr. Marcello Giugliano,Spiekeroog,Dr. Marcello Giugliano,,,,2012-11-15,,
Paola Digregorio,Spiekeroog,Paola Digregorio,,,,2014-03-04,,
Prof. Dr. Henry Thorau,Spiekeroog,Prof. Dr. Henry Thorau,,,,2014-04-08,,
Dr. Arndt Lainck,Spiekeroog,Dr. Arndt Lainck,,,,2014-01-21,,
Sandra Fluhrer,Spiekeroog,Sandra Fluhrer,,,,2014-05-23,,
Heinz Knape,Spiekeroog,Heinz Knape,,,,2013-02-18,,
Dr. Christine Felbeck,Spiekeroog,Dr. Christine Felbeck,,,,2013-11-13,,
Mariela Ferrari,Spiekeroog,Mariela Ferrari,,,,2009-12-02,,
Dirk Brunke,Spiekeroog,Dirk Brunke,,,,2014-05-21,,
Gilbert Shang Ndi,Spiekeroog,Gilbert Shang Ndi,,,,2014-03-28,,
Dr. Miguel Gutiérrez Maté,Spiekeroog,Dr. Miguel Gutiérrez Maté,,,,2014-09-10,,
Frank  Weßel,Spiekeroog,Frank  Weßel,,,,2010-04-09,,
Walker Adriana,Spiekeroog,Walker Adriana,,,,2014-09-12,,
Alexandra Rieder,Spiekeroog,Alexandra Rieder,,,,2012-06-21,,
Christine Ostmann,Spiekeroog,Christine Ostmann,,,,2012-01-23,,
Ouifaq Benkiran,Spiekeroog,Ouifaq Benkiran,,,,2011-06-17,,
Katerina  Nesterenko,Spiekeroog,Katerina  Nesterenko,,,,2011-11-26,,
Kirsten  Mahlke,Spiekeroog,Kirsten  Mahlke,,,,2014-08-04,,
Britta Heinrauch,Spiekeroog,Britta Heinrauch,,,,2010-05-27,,
Johanna Eierstock,Spiekeroog,Johanna Eierstock,,,,2013-03-11,,
Janine  Wiesemann,Spiekeroog,Janine  Wiesemann,,,,2014-03-05,,
Vicente Bernaschina,Spiekeroog,Vicente Bernaschina,,,,2014-06-17,,
Dr. Santiago Cevallos,Spiekeroog,Dr. Santiago Cevallos,,,,2013-01-11,,
Romana Kaske,Spiekeroog,Romana Kaske,,,,2014-07-01,,
Prof. Dr. Eva Gugenberger,Spiekeroog,Prof. Dr. Eva Gugenberger,,,,2014-07-28,,
Jessica Barzen,Spiekeroog,Jessica Barzen,,,,2014-07-04,,
Christina Liebl,Spiekeroog,Christina Liebl,,,,2010-10-03,,
Cristina Murrone,Spiekeroog,Cristina Murrone,,,,2013-12-09,,
Dr. Michaela Banzhaf,Spiekeroog,Dr. Michaela Banzhaf,,,,2012-09-15,,
Dr. Biagio Costante,Spiekeroog,Dr. Biagio Costante,,,,2010-07-29,,
Elisabeth Heyne,Spiekeroog,Elisabeth Heyne,,,,2014-06-26,,
Prof. Dr. Silke  Jansen,Spiekeroog,Prof. Dr. Silke  Jansen,,,,2014-07-18,,
Gerrit Berenike Heiter,Spiekeroog,Gerrit Berenike Heiter,,,,2011-01-16,,
Saskia Vallinas Sánchez,Spiekeroog,Saskia Vallinas Sánchez,,,,2014-06-11,,
Dr. Francesca Mattei,Spiekeroog,Dr. Francesca Mattei,,,,2010-12-08,,
Magdeleine CLO,Spiekeroog,Magdeleine CLO,,,,2014-03-24,,
