Name,Address,Description,Longitude,Latitude,TimeStamp,TimeSpan:begin,TimeSpan:end,GettyID
PD Dr. Cordula Neis,Spiekeroog,PD Dr. Cordula Neis,,,,2014-06-05,,
Dr. Maryline Cestier,Spiekeroog,Dr. Maryline Cestier,,,,2014-04-28,,
Francesca  Funaro,Spiekeroog,Francesca  Funaro,,,,2014-07-07,,
Dr. Urs Urban,Spiekeroog,Dr. Urs Urban,,,,2014-07-26,,
Dr. Josephine Mulumba,Spiekeroog,Dr. Josephine Mulumba,,,,2013-10-26,,
Verena Rosa Sylvia Fritschle,Spiekeroog,Verena Rosa Sylvia Fritschle,,,,2012-11-13,,
Jesús Fernández Álvarez,Spiekeroog,Jesús Fernández Álvarez,,,,2014-06-17,,
Dr. Cecilia Mussini,Spiekeroog,Dr. Cecilia Mussini,,,,2014-06-04,,
Prof. Dr. Eva-Maria Remberger,Spiekeroog,Prof. Dr. Eva-Maria Remberger,,,,2014-08-01,,
Dr. Janka  Wunderlich,Spiekeroog,Dr. Janka  Wunderlich,,,,2014-07-24,,
Dr. Beatrice Bernardini,Spiekeroog,Dr. Beatrice Bernardini,,,,2013-10-23,,
Helena Wolff,Spiekeroog,Helena Wolff,,,,2010-12-16,,
Theresa Schwarz,Spiekeroog,Theresa Schwarz,,,,2010-12-16,,
Dr. Daniela Müller,Spiekeroog,Dr. Daniela Müller,,,,2014-08-14,,
Apl. Prof. Magda Hurtado,Spiekeroog,Apl. Prof. Magda Hurtado,,,,2010-10-12,,
Stephanie Friedrich,Spiekeroog,Stephanie Friedrich,,,,2012-02-06,,
Prof. Dr. Peter Koch,Spiekeroog,Prof. Dr. Peter Koch,,,,2014-04-17,,
Ingrid Scholz,Spiekeroog,Ingrid Scholz,,,,2010-03-11,,
Dr. Myriam Benarroch,Spiekeroog,Dr. Myriam Benarroch,,,,2014-02-01,,
Prof. Dr. Ludwig Fesenmeier,Spiekeroog,Prof. Dr. Ludwig Fesenmeier,,,,2014-04-10,,
Dr. Barbara Schmitz,Spiekeroog,Dr. Barbara Schmitz,,,,2014-04-08,,
Sylvia Jutz,Spiekeroog,Sylvia Jutz,,,,2014-03-10,,
Dr. Mercedes  Fornés,Spiekeroog,Dr. Mercedes  Fornés,,,,2013-06-12,,
Prof. Dr. Rita Franceschini,Spiekeroog,Prof. Dr. Rita Franceschini,,,,2014-04-30,,
Gabriele Sibinger,Spiekeroog,Gabriele Sibinger,,,,2010-10-21,,
Susanne Lowien,Spiekeroog,Susanne Lowien,,,,2010-06-10,,
Helen Fernandes,Spiekeroog,Helen Fernandes,,,,2014-08-03,,
Patrick Heinzer,Spiekeroog,Patrick Heinzer,,,,2011-11-28,,
Irene Vera,Spiekeroog,Irene Vera,,,,2013-06-07,,
Laura Tomassetti,Spiekeroog,Laura Tomassetti,,,,2014-05-28,,
Dr. Niels Taubert,Spiekeroog,Dr. Niels Taubert,,,,2014-03-17,,
Ronny Beckert,Spiekeroog,Ronny Beckert,,,,2014-05-24,,
Diana  Di Maria,Spiekeroog,Diana  Di Maria,,,,2013-10-24,,
Patricia Winkler,Spiekeroog,Patricia Winkler,,,,2013-11-07,,
Irene Stephanus,Spiekeroog,Irene Stephanus,,,,2014-03-02,,
Tatiana Fórez-Pérez,Spiekeroog,Tatiana Fórez-Pérez,,,,2011-10-09,,
Mónica  Martín Álvarez ,Spiekeroog,Mónica  Martín Álvarez ,,,,2013-12-05,,
Dr. Vera Schanz,Spiekeroog,Dr. Vera Schanz,,,,2013-05-05,,
Dr. Susannah  Ellis,Spiekeroog,Dr. Susannah  Ellis,,,,2014-05-11,,
Yvonne Heckmann,Spiekeroog,Yvonne Heckmann,,,,2014-03-21,,
Hiltrud Lautenbach,Spiekeroog,Hiltrud Lautenbach,,,,2010-01-27,,
Janette  Kranz,Spiekeroog,Janette  Kranz,,,,2014-05-14,,
Mercè Balaguer Jardí,Spiekeroog,Mercè Balaguer Jardí,,,,2014-06-19,,
Prof. Dr. Jean-Marc Terrasse,Spiekeroog,Prof. Dr. Jean-Marc Terrasse,,,,2014-07-10,,
Paz Huete Iglesias,Spiekeroog,Paz Huete Iglesias,,,,2014-04-15,,
Dr. Katrin Dennerlein,Spiekeroog,Dr. Katrin Dennerlein,,,,2014-07-18,,
Anke Schmidt,Spiekeroog,Anke Schmidt,,,,2014-05-12,,
Leticia Juliá,Spiekeroog,Leticia Juliá,,,,2012-01-13,,
Paqui Poquet,Spiekeroog,Paqui Poquet,,,,2014-03-04,,
Martin Lange,Spiekeroog,Martin Lange,,,,2014-07-03,,
Dr. Regine Brossmann,Spiekeroog,Dr. Regine Brossmann,,,,2014-08-27,,
Sarah Dietrich,Spiekeroog,Sarah Dietrich,,,,2014-07-31,,
PD Dr. Adrian La Salvia,Spiekeroog,PD Dr. Adrian La Salvia,,,,2014-07-04,,
Eric Engel,Spiekeroog,Eric Engel,,,,2014-08-28,,
Prof. Dr. Irene Weber Henking,Spiekeroog,Prof. Dr. Irene Weber Henking,,,,2014-06-24,,
Louis Malz,Spiekeroog,Louis Malz,,,,2010-03-10,,
Dr. Gregor Schuhen,Spiekeroog,Dr. Gregor Schuhen,,,,2014-05-24,,
Heike Jauch,Spiekeroog,Heike Jauch,,,,2014-03-01,,
Prof. Dr. Carmela Di Giovanni,Spiekeroog,Prof. Dr. Carmela Di Giovanni,,,,2014-06-06,,
Patricia Duquenet-Krämer,Spiekeroog,Patricia Duquenet-Krämer,,,,2014-08-13,,
Anne-Kathrin Willeke,Spiekeroog,Anne-Kathrin Willeke,,,,2014-08-02,,
Dr. Joaquin Ruano,Spiekeroog,Dr. Joaquin Ruano,,,,2013-05-15,,
Camila de Lira Santos,Spiekeroog,Camila de Lira Santos,,,,2013-07-15,,
Daniela Gigante,Spiekeroog,Daniela Gigante,,,,2010-03-02,,
Vania Cescon,Spiekeroog,Vania Cescon,,,,2013-05-15,,
Filippo Boldrini,Spiekeroog,Filippo Boldrini,,,,2014-03-08,,
Dr. Barbieri Beatrice,Spiekeroog,Dr. Barbieri Beatrice,,,,2014-06-18,,
Barbara Stübner,Spiekeroog,Barbara Stübner,,,,2012-09-12,,
SANA DIEDHIOU,Spiekeroog,SANA DIEDHIOU,,,,2014-03-03,,
Dr. Aura Heydenreich,Spiekeroog,Dr. Aura Heydenreich,,,,2014-05-10,,
María Pilar Himmelsbach (geb. Aspe Zamora),Spiekeroog,María Pilar Himmelsbach (geb. Aspe Zamora),,,,2014-03-06,,
Prof. Dr. Eva Martha Eckkrammer,Spiekeroog,Prof. Dr. Eva Martha Eckkrammer,,,,2014-06-25,,
Sabine Rosenkranz,Spiekeroog,Sabine Rosenkranz,,,,2011-03-11,,
Sara Benítez Alonso,Spiekeroog,Sara Benítez Alonso,,,,2014-02-20,,
Anja Rothenburg,Spiekeroog,Anja Rothenburg,,,,2012-10-18,,
"Renate  Pohl-Mayerhöfer, Dipl.Soz.",Spiekeroog,"Renate  Pohl-Mayerhöfer, Dipl.Soz.",,,,2012-02-06,,
Dr. Ofelia Huamanchumo de la Cuba,Spiekeroog,Dr. Ofelia Huamanchumo de la Cuba,,,,2013-09-12,,
 Bastienne Schulz,Nancy, Bastienne Schulz,,,,2014-05-19,,
Prof. Dr. Kurt Spang,Navarra,Prof. Dr. Kurt Spang,,,,2010-03-13,,
Dr. Evelyn Dueck,Neuchâtel,Dr. Evelyn Dueck,,,,2014-02-06,,
Kristina  Mendicino,New Haven,Kristina  Mendicino,,,,2011-02-27,,
Dr. Diego Bertelli ,New Haven,Dr. Diego Bertelli ,,,,2011-06-08,,
Marie Skrovec,Orléans,Marie Skrovec,,,,2012-12-03,,
Prof. Dr. Wolfgang Klein,Osnabrück,Prof. Dr. Wolfgang Klein,,,,2012-03-19,,
Massimo Pizzingrilli,Osnabrück,Massimo Pizzingrilli,,,,2011-04-05,,
Dr. Annette Clamor,Osnabrück,Dr. Annette Clamor,,,,2013-02-06,,
Prof. Dr. Peter Schneck,Osnabrück,Prof. Dr. Peter Schneck,,,,2010-01-22,,
Dr. Laura Morgenthaler,Osnabrück,Dr. Laura Morgenthaler,,,,2013-12-11,,
Prof. Dr. Christoph Bürgel,Osnabrück,Prof. Dr. Christoph Bürgel,,,,2013-08-17,,
Prof. Dr. Wolfgang Asholt,Osnabrück,Prof. Dr. Wolfgang Asholt,,,,2010-01-04,,
Angelika Groß,Osnabrück,Angelika Groß,,,,2012-08-21,,
Franziska Maria Hack,Oxford,Franziska Maria Hack,,,,2009-12-02,,
Sandra Lang,Paderborn,Sandra Lang,,,,2012-11-27,,
Carolin Stellbrink,Paderborn,Carolin Stellbrink,,,,2009-12-11,,
Tanja Bollow,Paderborn,Tanja Bollow,,,,2014-02-11,,
Fabienne Detoc,Paderborn,Fabienne Detoc,,,,2014-07-09,,
Prof. Dr. Jörn  Steigerwald,Paderborn,Prof. Dr. Jörn  Steigerwald,,,,2010-11-22,,
Dr. Hendrik Schlieper,Paderborn,Dr. Hendrik Schlieper,,,,2011-03-04,,
Dr. Giovanni Ferroni,Padova,Dr. Giovanni Ferroni,,,,2013-04-11,,
Ulrike  Pfeifer,Palma de Mallorca,Ulrike  Pfeifer,,,,2010-03-08,,
 José Juan Pacheco Ramos ,Palma de Mallorca, José Juan Pacheco Ramos ,,,,2013-06-29,,
Dr. Anna-Sophia Buck,Paris,Dr. Anna-Sophia Buck,,,,2014-06-23,,
Boris Roman Gibhardt,Paris,Boris Roman Gibhardt,,,,2011-02-16,,
Dr. Susannah  Ellis,Paris,Dr. Susannah  Ellis,,,,2014-05-19,,
Dr. Ralph Winter,Paris,Dr. Ralph Winter,,,,2012-05-29,,
Dr. Julie Sentis,Paris,Dr. Julie Sentis,,,,2013-12-11,,
Guido Furci,Paris,Guido Furci,,,,2014-02-16,,
Dr. Elina Absalyamova,Paris,Dr. Elina Absalyamova,,,,2011-07-23,,
Apl. Prof. Jalouneix Catherine,Paris,Apl. Prof. Jalouneix Catherine,,,,2012-12-13,,
Dr. Pietsie Feenstra,Paris,Dr. Pietsie Feenstra,,,,2011-10-02,,
Dr. Marion Kühn,Passau,Dr. Marion Kühn,,,,2011-11-15,,
Dr. Birgit  Aka,Passau,Dr. Birgit  Aka,,,,2009-12-03,,
Alexander Gropper,Passau,Alexander Gropper,,,,2010-01-11,,
Dr. Magdalena Mancas,Passau,Dr. Magdalena Mancas,,,,2010-11-05,,
Prof. Dr. Ursula  Reutner,Passau,Prof. Dr. Ursula  Reutner,,,,2009-12-18,,
Dr. magali trovato,Paternò,Dr. magali trovato,,,,2014-03-27,,
Prof. Dr. Carolin Fischer,Pau,Prof. Dr. Carolin Fischer,,,,2012-01-09,,
Dr. Elgin Kirsten Eckert,Perugia,Dr. Elgin Kirsten Eckert,,,,2011-10-10,,
 Dr. Imre Gábor Majorossy ,Piliscsaba, Dr. Imre Gábor Majorossy ,,,,2009-12-03,,
PD Dr. Marianna Franchi,Pisa,PD Dr. Marianna Franchi,,,,2011-05-05,,
Judith Stein,Potsdam,Judith Stein,,,,2010-12-20,,
Prof. Dr. Gerda Haßler,Potsdam,Prof. Dr. Gerda Haßler,,,,2010-01-23,,
Prof. Dr. Eva Kimminich,Potsdam,Prof. Dr. Eva Kimminich,,,,2013-01-25,,
Dr. Markus Messling,Potsdam,Dr. Markus Messling,,,,2012-11-30,,
Prof. Dr. Ottmar Ette,Potsdam,Prof. Dr. Ottmar Ette,,,,2010-02-20,,
Tobias Kraft,Potsdam,Tobias Kraft,,,,2010-04-25,,
Dr. André Weber,Potsdam,Dr. André Weber,,,,2012-09-23,,
Philipp Krämer,Potsdam,Philipp Krämer,,,,2010-09-07,,
Dr. Anne Kraume ,Potsdam,Dr. Anne Kraume ,,,,2009-12-03,,
Julius Erdmann,Potsdam,Julius Erdmann,,,,2013-01-22,,
Prof. Dr. Brigitte  Sändig,Potsdam,Prof. Dr. Brigitte  Sändig,,,,2009-12-28,,
PD Dr. Lydia  Bauer,Potsdam,PD Dr. Lydia  Bauer,,,,2014-01-27,,
Dr. Philipp Krämer,Potsdam,Dr. Philipp Krämer,,,,2013-06-28,,
Antonio  Barquero,Potsdam,Antonio  Barquero,,,,2013-05-06,,
Dr. Sven Thorsten Kilian,Potsdam,Dr. Sven Thorsten Kilian,,,,2012-08-31,,
Prof. Dr. Thomas Stehl,Potsdam,Prof. Dr. Thomas Stehl,,,,2012-11-15,,
Leonie Meyer-Krentler,Potsdam,Leonie Meyer-Krentler,,,,2013-08-16,,
Katharina Einert,Potsdam,Katharina Einert,,,,2013-06-25,,
Amanda Minervini,Providence,Amanda Minervini,,,,2010-09-18,,
Dr. Ivana Lalli Pacelat,Pula,Dr. Ivana Lalli Pacelat,,,,2009-12-03,,
Daniel Dengler,Regensburg,Daniel Dengler,,,,2009-10-24,,
Dr. Edith  Szlezák,Regensburg,Dr. Edith  Szlezák,,,,2010-01-31,,
Dr. Alexander Kalkhoff,Regensburg,Dr. Alexander Kalkhoff,,,,2010-01-21,,
Dr. Rembert Eufe,Regensburg,Dr. Rembert Eufe,,,,2009-12-13,,
Dr. Dagmar Schmelzer,Regensburg,Dr. Dagmar Schmelzer,,,,2010-11-10,,
Prof. Dr. Jochen Mecke,Regensburg,Prof. Dr. Jochen Mecke,,,,2009-11-24,,
Prof. Dr. Ralf Junkerjürgen,Regensburg,Prof. Dr. Ralf Junkerjürgen,,,,2011-07-05,,
Prof. Dr. Isabella von Treskow,Regensburg,Prof. Dr. Isabella von Treskow,,,,2010-11-10,,
Vera Ferreira,Regensburg,Vera Ferreira,,,,2013-01-17,,
Dr. Hubert Poeppel,Regensburg,Dr. Hubert Poeppel,,,,2012-07-23,,
Hartmut Duppel,Regensburg,Hartmut Duppel,,,,2014-03-19,,
PD Dr. Annette  Endruschat,Regensburg,PD Dr. Annette  Endruschat,,,,2010-01-03,,
PD Dr. Hubert Pöppel,Regensburg,PD Dr. Hubert Pöppel,,,,2012-11-14,,
Laura Linzmeier,Regensburg,Laura Linzmeier,,,,2014-04-24,,
Kathrin Kraller,Regensburg,Kathrin Kraller,,,,2014-06-01,,
Dr. Simona Fabellini,Regensburg,Dr. Simona Fabellini,,,,2010-07-03,,
Julia Blandfort,Regensburg,Julia Blandfort,,,,2009-10-29,,
Evelyn Wiesinger,Regensburg,Evelyn Wiesinger,,,,2010-01-21,,
Aktuelles,Regensburg,Aktuelles,,,,2009-10-25,,
Prof. Dr. Ingrid Neumann-Holzschuh,Regensburg,Prof. Dr. Ingrid Neumann-Holzschuh,,,,2010-11-03,,
Jonas Hock,Regensburg,Jonas Hock,,,,2014-07-18,,
Dr. Marina Ortrud M. Hertrampf,Regensburg,Dr. Marina Ortrud M. Hertrampf,,,,2009-11-30,,
Melanie Kunkel,Rome,Melanie Kunkel,,,,2011-05-06,,
Dr. Stephanie Klauk,Rome,Dr. Stephanie Klauk,,,,2014-03-20,,
Prof. Dr. Martina Nied Curcio,Rome,Prof. Dr. Martina Nied Curcio,,,,2012-12-20,,
Dr. Elisa De Roberto,Rome,Dr. Elisa De Roberto,,,,2014-02-14,,
Christoph  Behrens,Rostock,Christoph  Behrens,,,,2011-12-08,,
Prof. Dr. Albrecht  Buschmann,Rostock,Prof. Dr. Albrecht  Buschmann,,,,2012-04-27,,
Prof. Dr. Juergen Schmidt-Radefeldt,Rostock,Prof. Dr. Juergen Schmidt-Radefeldt,,,,2009-12-18,,
Stefan Serafin,Rostock,Stefan Serafin,,,,2014-04-06,,
Prof. Dr. Juergen Schmidt-Radefeldt,Rostock,Prof. Dr. Juergen Schmidt-Radefeldt,,,,2010-01-31,,
Prof. Dr. Rafael Arnold,Rostock,Prof. Dr. Rafael Arnold,,,,2013-05-21,,
Fanny Romoth,Rostock,Fanny Romoth,,,,2014-08-05,,
Prof. Dr. Thomas Tinnefeld,Saarbrücken,Prof. Dr. Thomas Tinnefeld,,,,2010-01-07,,
Nicholas Williams,Saarbrücken,Nicholas Williams,,,,2011-07-29,,
Prof. Dr. Christiane  Solte-Gresser,Saarbrücken,Prof. Dr. Christiane  Solte-Gresser,,,,2011-01-14,,
Prof. Dr. Hans-Jürgen Lüsebrink,Saarbrücken,Prof. Dr. Hans-Jürgen Lüsebrink,,,,2011-07-10,,
Prof. Dr. Christoph Vatter,Saarbrücken,Prof. Dr. Christoph Vatter,,,,2012-10-18,,
Carla Amado,Saarbrücken,Carla Amado,,,,2011-11-18,,
Prof. Dr. Hans-Jürgen Lüsebrink,Saarbrücken,Prof. Dr. Hans-Jürgen Lüsebrink,,,,2012-07-26,,
Christian Schweizer,Saarbrücken,Christian Schweizer,,,,2013-03-14,,
Juan Pedro Rojas Pichardo,Saarbrücken,Juan Pedro Rojas Pichardo,,,,2009-12-03,,
Dr. Jeanne Ruffing,Saarbrücken,Dr. Jeanne Ruffing,,,,2013-12-11,,
Dr. Maria Hegner,Saarbrücken,Dr. Maria Hegner,,,,2013-11-15,,
Vesna  Stirnadel,Saarbrücken,Vesna  Stirnadel,,,,2014-05-16,,
Dr. Virginie Geisler,Saarbrücken,Dr. Virginie Geisler,,,,2014-07-10,,
Dr. Laura Sergo,Saarbrücken,Dr. Laura Sergo,,,,2013-08-12,,
Dr. Sabine Narr,Saarbrücken,Dr. Sabine Narr,,,,2010-12-05,,
Dr. Nely M. Iglesias Iglesias,Salamanca,Dr. Nely M. Iglesias Iglesias,,,,2010-11-22,,
Prof. Dr. Peter  Kuon,Salzburg,Prof. Dr. Peter  Kuon,,,,2012-05-04,,
Dr. Monika Neuhofer,Salzburg,Dr. Monika Neuhofer,,,,2011-09-18,,
Dr. Markus Ebenhoch,Salzburg,Dr. Markus Ebenhoch,,,,2013-09-16,,
Prof. Dr. Gudrun Bachleitner-Held,Salzburg,Prof. Dr. Gudrun Bachleitner-Held,,,,2014-07-31,,
Anne Wolfsgruber,Salzburg,Anne Wolfsgruber,,,,2014-07-16,,
Dr. Johanna  Wolf,Salzburg,Dr. Johanna  Wolf,,,,2013-12-19,,
Dr. Elena Sánchez López,Sant Vicent del Raspeig,Dr. Elena Sánchez López,,,,2014-01-29,,
Claudia Lönze,Siegen,Claudia Lönze,,,,2011-05-18,,
Prof. Dr. Walburga Hülk-Althoff,Siegen,Prof. Dr. Walburga Hülk-Althoff,,,,2010-11-17,,
Dr. Beatrice Schuchardt,Siegen,Dr. Beatrice Schuchardt,,,,2009-12-09,,
Prof. Dr. Christian  von Tschilschke,Siegen,Prof. Dr. Christian  von Tschilschke,,,,2011-05-26,,
Dr. Maribel Cedeño Rojas,Siegen,Dr. Maribel Cedeño Rojas,,,,2013-04-19,,
Manuela Franke,Siegen,Manuela Franke,,,,2009-12-21,,
Prof. Dr. Bärbel Pauline Kuhn,Siegen,Prof. Dr. Bärbel Pauline Kuhn,,,,2012-08-25,,
Simone Tillmann,Siegen,Simone Tillmann,,,,2012-07-22,,
Dr. Sandra Herling,Siegen,Dr. Sandra Herling,,,,2013-12-04,,
Catrin Kersten,Siegen,Catrin Kersten,,,,2012-01-13,,
Prof. Dr. Antonella Benucci,Siena,Prof. Dr. Antonella Benucci,,,,2012-03-28,,
Prof. Dr. Juan Méndez,Spain,Prof. Dr. Juan Méndez,,,,2014-07-10,,
Dr. Charlotte Krauss,Strasbourg,Dr. Charlotte Krauss,,,,2013-02-12,,
Birgit Ulmer,Stuttgart,Birgit Ulmer,,,,2010-06-29,,
Dr. Beatrice  Nickel,Stuttgart,Dr. Beatrice  Nickel,,,,2009-12-07,,
Dr. Peggy Katelhön,Torino,Dr. Peggy Katelhön,,,,2009-12-02,,
Silvia Verdiani,Torino,Silvia Verdiani,,,,2013-11-30,,
Prof. Dr. Bénédicte Vauthier,Tours,Prof. Dr. Bénédicte Vauthier,,,,2010-07-31,,
Prof. Dr. Andre Klump,Trier,Prof. Dr. Andre Klump,,,,2010-12-23,,
Prof. Dr. Claudia Hammerschmidt,Trier,Prof. Dr. Claudia Hammerschmidt,,,,2010-12-14,,
Prof. Dr. Henry Thorau,Trier,Prof. Dr. Henry Thorau,,,,2013-03-01,,
Aline Willems,Trier,Aline Willems,,,,2013-02-01,,
Dr. Gioia Valdemarca,Trieste,Dr. Gioia Valdemarca,,,,2009-12-02,,
PD Dr. Grazia Martino ,Trinitapoli,PD Dr. Grazia Martino ,,,,2011-11-17,,
Valeria Lucchesi,Tübingen,Valeria Lucchesi,,,,2011-11-02,,
PD Dr. Paul Gévaudan,Tübingen,PD Dr. Paul Gévaudan,,,,2010-01-22,,
Reinhard Berron,Tübingen,Reinhard Berron,,,,2012-12-14,,
Dr. Rada Bieberstein,Tübingen,Dr. Rada Bieberstein,,,,2010-11-15,,
Markus Ising,Tübingen,Markus Ising,,,,2009-12-23,,
Dr. Christophe Gérard,Tübingen,Dr. Christophe Gérard,,,,2009-12-19,,
PD Dr. Steffen Schneider,Tübingen,PD Dr. Steffen Schneider,,,,2011-11-16,,
Serena Bartali,Tübingen,Serena Bartali,,,,2009-12-18,,
Maria Manderfeld,Tübingen,Maria Manderfeld,,,,2011-10-05,,
Christoph Maria Sanders,Tübingen,Christoph Maria Sanders,,,,2013-05-27,,
Prof. Dr. Wulf-Dieter  Hetzel,Ulm,Prof. Dr. Wulf-Dieter  Hetzel,,,,2011-07-16,,
Marlyse Salvignol,Ulm,Marlyse Salvignol,,,,2010-01-12,,
Prof. Dr. Marcus Keller,Urbana-Champaign,Prof. Dr. Marcus Keller,,,,2011-06-23,,
Dr. Marco Faini,Urbino,Dr. Marco Faini,,,,2011-12-06,,
Dr. Fernando Nina,Utrecht,Dr. Fernando Nina,,,,2012-01-29,,
Dr. habil. Ferran Robles Sabater,Valencia,Dr. habil. Ferran Robles Sabater,,,,2014-04-25,,
Prof. Dr. Giuliana Giusti,Venice,Prof. Dr. Giuliana Giusti,,,,2011-01-18,,
Dr. Rolf Kemmler,Vila Real,Dr. Rolf Kemmler,,,,2010-02-03,,
 Kathayoun Vaziri,Wien, Kathayoun Vaziri,,,,2012-01-14,,
Prof. Dr. Jörg Türschmann,Wien,Prof. Dr. Jörg Türschmann,,,,2010-12-03,,
Lejla Halilovic,Wien,Lejla Halilovic,,,,2011-09-13,,
Dr. Esther Gimeno Ugalde,Wien,Dr. Esther Gimeno Ugalde,,,,2010-09-08,,
Prof. Dr. Michael  Metzeltin,Wien,Prof. Dr. Michael  Metzeltin,,,,2011-04-19,,
Dr. Renaud Lagabrielle,Wien,Dr. Renaud Lagabrielle,,,,2010-02-11,,
Dr. Max  Doppelbauer,Wien,Dr. Max  Doppelbauer,,,,2012-05-19,,
Prof. Dr. Birgit Wagner,Wien,Prof. Dr. Birgit Wagner,,,,2012-07-02,,
Dr. Sonja Kral,Wien,Dr. Sonja Kral,,,,2011-10-12,,
Prof. Dr. Georg  Kremnitz,Wien,Prof. Dr. Georg  Kremnitz,,,,2013-09-30,,
Prof. Dr. Gualtiero Boaglio,Wien,Prof. Dr. Gualtiero Boaglio,,,,2012-05-29,,
Dr. Jutta Fortin,Wien,Dr. Jutta Fortin,,,,2013-02-11,,
Dr. Marina Corrêa,Wien,Dr. Marina Corrêa,,,,2014-01-10,,
Dr. Ingo Lauggas,Wien,Dr. Ingo Lauggas,,,,2011-12-09,,
Mischa G. Hendel,Wien,Mischa G. Hendel,,,,2011-09-23,,
Dr. Matthias Hausmann,Wien,Dr. Matthias Hausmann,,,,2010-10-29,,
Prof. Dr. Elissa Pustka,Wien,Prof. Dr. Elissa Pustka,,,,2014-09-08,,
PD Dr. Margit Thir,Wien,PD Dr. Margit Thir,,,,2011-04-19,,
 Inna Kyselova ,Wien, Inna Kyselova ,,,,2014-01-26,,
Prof. Dr. Martin Stegu,Wien,Prof. Dr. Martin Stegu,,,,2013-07-03,,
Dr. Regina Göke,Wien,Dr. Regina Göke,,,,2011-09-20,,
Dr. Laia Arnaus Gil,Wuppertal,Dr. Laia Arnaus Gil,,,,2013-01-24,,
Dr. Marisa Patuto,Wuppertal,Dr. Marisa Patuto,,,,2013-01-29,,
Robert  Hesselbach,Würzburg,Robert  Hesselbach,,,,2010-12-13,,
Antonio Gallardo Gracia,Würzburg,Antonio Gallardo Gracia,,,,2012-12-17,,
Dr. Carmen Ramos,Würzburg,Dr. Carmen Ramos,,,,2010-08-04,,
Prof. Dr. Brigitte Burrichter,Würzburg,Prof. Dr. Brigitte Burrichter,,,,2012-05-15,,
Dr. habil. Barbara Ventarola,Würzburg,Dr. habil. Barbara Ventarola,,,,2010-05-17,,
Berit Callsen,Würzburg,Berit Callsen,,,,2011-03-18,,
Stefanie Rubenis,Würzburg,Stefanie Rubenis,,,,2009-12-03,,
Julien Bobineau,Würzburg,Julien Bobineau,,,,2014-03-10,,
Dr. Christof Schöch,Würzburg,Dr. Christof Schöch,,,,2009-11-01,,
Prof. Dr. Martha Kleinhans,Würzburg,Prof. Dr. Martha Kleinhans,,,,2013-09-18,,
Christoph Hornung,Würzburg,Christoph Hornung,,,,2013-03-25,,
Dr. Elisabeth Profos-Sulzer,Zürich,Dr. Elisabeth Profos-Sulzer,,,,2009-12-15,,
Luis Eduardo Pérez Peralta,Zürich,Luis Eduardo Pérez Peralta,,,,2013-05-13,,
Paul Sutermeister,Zürich,Paul Sutermeister,,,,2012-02-18,,
Prof. Dr. Rita Catrina Imboden,Zürich,Prof. Dr. Rita Catrina Imboden,,,,2013-02-14,,
Fabienne Douls Eicher,Zürich,Fabienne Douls Eicher,,,,2010-03-06,,
Dr. Albert von Brunn,Zürich,Dr. Albert von Brunn,,,,2012-05-31,,
Prof. Dr. Johannes Kabatek,Zürich,Prof. Dr. Johannes Kabatek,,,,2013-02-07,,
Reto Zöllner,Zürich,Reto Zöllner,,,,2014-03-03,,
Dr. Harald Völker,Zürich,Dr. Harald Völker,,,,2014-02-24,,
Julie Dekens,Zürich,Julie Dekens,,,,2011-04-07,,
Dr. Inka Wissner,Zürich,Dr. Inka Wissner,,,,2013-06-24,,
Prof. Dr. Nadine Rentel,Zwickau,Prof. Dr. Nadine Rentel,,,,2013-12-20,,
